id,word_vocalized,word_clean,root,pos,fusha_equivalent,definition,region,synonyms,phonetic_variants,note,source,examples,proverbs,tags
60,بُغْيَة,بغية,بغي,Noun,عسل السدر الفاخر,تسمية تطلق على أجود وأنقى أنواع العسل الحضرمي (عسل السدر).,General,"[""عسل سدر""]",[],تشتهر دوعن بإنتاج أفضل أنواع البغية.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""هذا العسل بغية درجة أولى."", ""f"": ""هذا العسل من أجود أنواع عسل السدر.""}]",[],"[""Food"", ""Daily Life"", ""Honey""]"
61,بَا,با,با,Particle,سوف (حرف استقبال),حرف يسبق الفعل المضارع للتسويف (المستقبل)، وأيضاً هو بادئة لأسماء العائلات والقبائل في حضرموت.,General,"[""سـ"", ""سوف""]",[],علامة فارقة في اللهجة الحضرمية والأسماء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 16,"[{""h"": ""با نروح بكرة."", ""f"": ""سوف نذهب غداً.""}, {""h"": ""بانجلس في البيت."", ""f"": ""سوف نجلس في البيت.""}]",[],"[""Grammar"", ""Social Customs"", ""Future""]"
62,باير,باير,بور,Adjective,رديء / كاسد,وصف للسلعة الكاسدة أو التالفة، وتستخدم أيضاً لوصف الشخص المحتال أو سيئ الخلق.,General,"[""فاسد"", ""رديء"", ""كاسد""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""هذا تمر باير."", ""f"": ""هذا تمر رديء الجودة.""}, {""h"": ""إنسان باير ما منه فايدة."", ""f"": ""إنسان رديء لا فائدة منه.""}]","[""بضاعة بايره ولا غريم مطل""]","[""Daily Life"", ""Trade"", ""Behavior"", ""Quality""]"
63,بِيح,بيح,بيح,Noun,رخصة الرعي,الإذن أو السماح للحيوانات بالرعي في أرض كانت ممنوعة (محمية) من قبل.,General / Rural,"[""فسحة"", ""إذن رعي""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""عطينا الغنم بيح في الوادي."", ""f"": ""سمحنا للأغنام بالرعي في الوادي.""}]",[],"[""Nature"", ""Agriculture"", ""Permission""]"
64,بَاع,باع,بوع,Noun,وحدة طول (108 سم تقريباً),مقياس طول تقليدي يمتد من طرف الأنف إلى نهاية إصبع اليد الممدودة.,General,"[""مقياس""]",[],وردت في الأحاديث النبوية كمقياس للمسافة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""قست القماش بالباع."", ""f"": ""قست القماش بوحدة الباع.""}]",[],"[""Daily Life"", ""Measures"", ""Length""]"
65,البَنْطَلُون,البنطلون,بنطلون,Noun,السروال / البنطال,لباس يغطي الجزء السفلي من الجسم، وهي لفظة معربة شائعة.,General,"[""سروال"", ""بنطال""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""لبست البنطلون والقميص."", ""f"": ""ارتديت البنطال والقميص.""}]",[],"[""Daily Life"", ""Clothing"", ""Pants""]"
66,بِزْبُوز,بزبوز,بزبز,Noun,صنبور الماء / ثرثار,تطلق على حنفية الماء، وتستخدم وصفاً للشخص الذي لا يتوقف عن الكلام (كثير الهذر).,General,"[""حنفية"", ""ثرثار""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""سكر البزبوز زين."", ""f"": ""أغلق الصنبور جيداً.""}, {""h"": ""فلان بزبوز يتكلم واجد."", ""f"": ""فلان ثرثار يتحدث كثيراً.""}]",[],"[""Daily Life"", ""Behavior"", ""Talking""]"
67,البُرْنُص,البرنص,برنص,Noun,غطاء للرأس والأكتاف,نوع من اللباس يوضع على الرأس ويلف حول الصدر والكتفين مع ظهور الوجه.,General,"[""برنس"", ""غطاء""]",[],يختلف استخدامه بين الرجال والنساء حسب المنطقة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 17,"[{""h"": ""تدفى بالبرنص من البرد."", ""f"": ""تدفأ بغطاء الرأس من البرد.""}]",[],"[""Daily Life"", ""Clothing""]"
68,بَاشْتَه,باشته,باشته,Noun,ورقة اللعب (كوتشينة),إحدى أوراق اللعب المعروفة في ألعاب الورق التقليدية.,General,"[""كوتشينة"", ""بالطو""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""العب بالباشته."", ""f"": ""العب بورقة اللعب.""}]",[],"[""Daily Life"", ""Games"", ""Cards""]"
69,البُونِي,البوني,بون,Noun,الباب الفاصل,الباب الداخلي الذي يفصل بين أجنحة البيت أو الغرف الكبيرة في البيوت الطينية القديمة.,General,"[""باب داخلي""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""صك البوني حق الغرفة."", ""f"": ""أغلق الباب الفاصل للغرفة.""}]",[],"[""Daily Life"", ""Home"", ""Door""]"
70,بِشِق,بشق,بشق,Noun,في جانب / بجهة,تعني الوجود في ناحية معينة أو طرف منفصل عن الآخرين.,General,"[""جانب"", ""جهة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""انته بشق والدنيا بشق."", ""f"": ""أنت في وادٍ (جهة) والدنيا في وادٍ آخر.""}]",[],"[""Daily Life""]"
71,برز به,برز به,برز,Verb,اختلى به / انفرد به,الجلوس مع شخص على انفراد للحديث في سر أو موضوع خاص، و(البرزة) هي المجلس المنفرد.,General,"[""انفرد به"", ""سارره""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""بغيت أبرز بك في كلمة."", ""f"": ""أريد أن أنفرد بك في كلمة.""}]",[],"[""Daily Life"", ""Social Customs"", ""Alone""]"
72,البَكْرَة,البكرة,بكر,Noun,سارية أو عمود حجري,عمود أسطواني من الحجر يُستخدم لدعم سقف الغرف في الدور الأرضي بالمباني التقليدية.,General,"[""عمود"", ""سارية""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""الغرفة فيها بكرتين حجر."", ""f"": ""الغرفة مدعومة بعمودين من الحجر.""}]",[],"[""Daily Life"", ""Home"", ""Column""]"
73,بَا فَتِيلَة,با فتيله,فتل,Noun,فانوس كيروسين صغير,مصباح صغير يعمل بالكيروسين (القاز) وله فتيل قماشي يُشعل للإضاءة.,General,"[""فانوس"", ""سراج""]",[],كان الوسيلة الأساسية للإضاءة قبل وصول الكهرباء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""ولع البافتيله الدنيا ظلمة."", ""f"": ""أشعل الفانوس الصغير، المكان مظلم.""}]",[],"[""Daily Life"", ""Tools"", ""Light""]"
74,البُنُص,البنص,بنص,Noun,خمار الصلاة / غطاء الرأس,قطعة قماش مخيطة بطريقة بسيطة تلبسها المرأة لتغطية الرأس والصدر أثناء الصلاة أو في البيت.,General,"[""مقنعة"", ""خمار""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 18,"[{""h"": ""لبست العجوز البنص."", ""f"": ""ارتدت المرأة المسنة غطاء الرأس.""}]",[],"[""Social Customs"", ""Clothing""]"
75,بهار,بهار,بهر,Noun,وحدة وزن كبرى,معيار تقليدي لوزن المحاصيل الكبيرة وخاصة التمر، ويعادل تقريباً 300 رطل.,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""اشترى التاجر خمسة بهار من تمر الجزع."", ""f"": ""اشترى التاجر خمس وحدات 'آر' من تمر منطقة الجزع.""}]",[],"[""Measurements"", ""Agriculture"", ""Food""]"
76,بِقَش,بقش,بقش,Noun,نقود / أموال,مصطلح يطلق على العملات النقدية والفلوس بصفة عامة.,General,"[""فلوس"", ""زلط""]",[],تنطق بكسر الباء وفتح القاف. وأصلها جمع 'بقشة' وهي عملة قديمة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""معك بقش سلف لآخر الشهر؟"", ""f"": ""هل معك نقود لتقرضني إياها حتى نهاية الشهر؟""}]",[],"[""Daily Life"", ""Money""]"
77,البُرْمَة,البرمه,برم,Noun,قدر فخاري / حجري,نوع من القدور التقليدية المصنوعة من الفخار أو الحجر، تستخدم لطبخ اللحم والشوربة لتعطي نكهة خاصة.,General,"[""مدرة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""طعم اللحم في البرمة أحسن من قدر الضغط."", ""f"": ""مذاق اللحم في القدر الفخاري أفضل من قدر الضغط.""}]",[],"[""Daily Life"", ""Kitchenware"", ""Food""]"
78,البَاغ,الباغ,باغ,Noun,قصر / متنزه سلطاني,تطلق تاريخياً على قصر السلطان في مدينة غيل باوزير، وهو بناء أثري متميز يحيط به البساتين.,Ghayl Ba Wazir,[],[],كلمة 'باغ' أصلها فارسي وتعني البستان أو الحديقة.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""قصر الباغ في الغيل آية في العمارة."", ""f"": ""قصر الباغ في منطقة الغيل معجزة معمارية.""}]",[],"[""History"", ""Architecture"", ""Landmarks""]"
79,بُنّة,بنه,بنن,Noun,عرض الإبهام (وحدة قياس),وحدة قياس طولية تقليدية تقدر بعرض إبهام اليد (حوالي 2 سم).,General,[],[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""بقي بنة واحدة ويقفل الباب."", ""f"": ""بقي مقدار 2 سم (بنة) ويغلق الباب.""}]",[],"[""Measurements"", ""Construction""]"
80,البَيْت,البيت,بيت,Noun,مخزن الحصن,يطلق هذا المصطلح في العمارة الدفاعية الحضرمية على الغرفة المخصصة للتخزين داخل الحصون.,General,"[""مخزن""]",[],تختلف عن المعنى العام للبيت كمسكن.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 16,"[{""h"": ""طلعوا التمر وحطوه في بيت الحصن."", ""f"": ""أخرجوا التمر وضعوه في مخزن الحصن.""}]",[],"[""Architecture"", ""History"", ""Defense""]"
81,بُرْقُع,برقع,برقع,Noun,خمار / نقاب,غطاء للوجه تلبسه المرأة الحضرمية للحشمة، وتختلف أشكاله وتطريزه من منطقة لأخرى (مثل البرقع البدوي والقروي).,General,"[""قناع""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""هذا برقع دوعني معروف بتطريزه."", ""f"": ""هذا نقاب من وادي دوعن مشهور بطريقة خياطته.""}]",[],"[""Clothing"", ""Social Customs"", ""Daily Life""]"
82,بَسْط,بسط,بسط,Noun,وجبة الإفطار,تطلق على وجبة الصباح (الفطور)، وغالباً ما تتكون من شاي وخبز أو معجنات خفيفة.,General,"[""فطور""]",[],تنطق بفتح الباء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""تفضلوا معنا على البسط."", ""f"": ""تفضلوا لتناول وجبة الإفطار معنا.""}]","[""بسط بخسارة (يضرب عند التكلف في القليل)""]","[""Daily Life"", ""Food"", ""Breakfast""]"
83,البُورِي,البوري,بوري,Noun,رأس الشيشة / المدواخ,القطعة الفخارية التي توضع أعلى 'الرشبة' (النارجيلة الحضرمية) ويوضع فيها التبغ والجمر.,General,"[""رأس"", ""شيشة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 19,"[{""h"": ""عمر البوري بتبغ درجة أولى."", ""f"": ""املأ رأس الشيشة بتبغ من النوع الجيد.""}]",[],"[""Daily Life"", ""Social Customs"", ""Smoking""]"
84,بَاصْوَاب,باصواب,صوب,Noun,رذاذ المطر,مطر خفيف جداً (طشطشة)، وهو أول مراحل نزول المطر أو أضعفها.,General,"[""رذاذ"", ""طشطشة""]",[],,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 20,"[{""h"": ""الجو اليوم مغيم وفي باصواب خفيف."", ""f"": ""الجو اليوم غائم وهناك رذاذ مطر خفيف.""}]",[],"[""Nature"", ""Weather"", ""Rain""]"
85,بَاصِيْقَع,باصيقع,صقع,Noun,طائر اليمام الأخضر,طائر من فصيلة الحمام، لونه يميل للاخضرار، ويشتهر في الموروث الشعبي بضعف السمع (لذا سمي صقع).,General,"[""الصقع"", ""حمام""]","[""الصقع""]",يضرب به المثل في الشخص الذي لا يسمع أو يتجاهل النداء.,قاموس اللهجة الحضرمية - فهد بن هلابي - ص 20,"[{""h"": ""مالك ما ترد؟ كأنك باصيقع."", ""f"": ""لماذا لا تجيب على ندائي؟ كأنك طائر الباصيقع (الأصم).""}]",[],"[""Nature"", ""Animals"", ""Birds""]"
